Source.Name,Selected,Order Nbr.,Order Type,Customer Order Nbr.,Related Order Nbr,Status,Ship Via,Date,Sched. Shipment,Customer,Customer Name,Product,Location Name,Payment Ref.,Ordered Qty.,Order Total,Created On,Est. Margin (%),Priority,Warehouse ID,Account Name,Location Name_1,Ship From City,Account Name_2,Location Name_3,Ship To City,Required By,Shipments,Shipments - Open,Line Item,UOM,SOLine_unitCost,SOOrder_detailExtPriceTotal,Unit Price,Ext. Price,Truck Rate,Truck Rate UOM,Date modified,Terminal Key,Shipments Remaining
Sales Orders 20260326 Cleburne.csv,False,FO0003503,FO,WO#2,WO0002311,Back Order,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,2,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Dallas District,"2624 W Prairie St, Denton",Denton,2/4/2026,1,0,Single Truck Load,LOAD,0,0,0,0,14.99,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003520,FO,*A/B* WO#7,WO0002455,Open,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,5,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"Bosque Co. MO - 9167 SH 6 South, Meridian",Meridian,2/3/2026,0,0,Single Truck Load,LOAD,0,0,0,0,14.99,TN,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003745,FO,07-002,SO0002118,Back Order,M2X,29-Jan-26,29-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,3,0,6-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Wichita Falls District,Seymour,Seymour,2/13/2026,2,0,Single Truck Load,LOAD,0,0,0,0,38.51,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003777,FO,WO# 02-002,WO0003430,Back Order,DND,2-Feb-26,2-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,6,0,10-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Wichita Falls District,Bowie,Bowie,2/9/2026,3,0,Single Truck Load,LOAD,0,0,0,0,24.74,TN,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0003795,FO,WO# 3,WO0003523,Open,DND,12-Feb-26,12-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,1,0,12-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Paris District,"Grayson Co. - Sherman, TX",Sherman,2/25/2026,0,0,Single Truck Load,LOAD,0,0,0,0,146.37,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003802,FO,WO#4,WO0003537,Back Order,DND,11-Feb-26,11-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,8,0,12-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Jack MO - 1208 S Main, Jacksboro",Jacksboro,2/13/2026,3,0,Single Truck Load,LOAD,0,0,0,0,0.13,GAL,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003819,FO,WO#5,WO0003555,Open,DND,9-Feb-26,9-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,2,0,13-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Saginaw MO - 508 S Blue Mound Rd, Saginaw",Saginaw,2/17/2026,0,0,Single Truck Load,LOAD,0,0,0,0,8.77,TN,3/26/2026 8:45,"CLEBURNE, TX",2
Sales Orders 20260326 Cleburne.csv,False,FO0003920,FO,WO#4,WO0003753,Back Order,DND,26-Jan-26,26-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,7,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Dallas District,"505 S IH45, Hutchins",Hutchins,2/24/2026,4,0,Single Truck Load,LOAD,0,0,0,0,18.23,TN,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0003923,FO,WO# 2,WO0003757,Open,DND,12-Feb-26,12-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,1,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Brazos County MO - Bryan, TX",Bryan,2/26/2026,0,0,Single Truck Load,LOAD,0,0,0,0,33.11,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003924,FO,WO#2,WO0003762,Open,DND,12-Feb-26,12-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,1,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Grimes County MO - Navasota, TX",Navasota,2/26/2026,0,0,Single Truck Load,LOAD,0,0,0,0,38.88,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003926,FO,WO# 5,WO0003774,Back Order,DND,17-Feb-26,17-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,2,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Freestone County MO - Fairfield, TX",Fairfield,3/2/2026,1,0,Single Truck Load,LOAD,0,0,0,0,22.44,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003927,FO,WO#5,WO0003780,Open,DND,17-Feb-26,17-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Bag 50#,Cleburne Terminal Warehouse,,1,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Freestone County MO - Fairfield, TX",Fairfield,3/2/2026,0,0,Single Truck Load,LOAD,0,0,0,0,1.12,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003928,FO,WO# 5,WO0003785,Back Order,DND,17-Feb-26,17-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,2,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Leon County MO - Buffalo, TX",East Buffalo,3/2/2026,1,0,Single Truck Load,LOAD,0,0,0,0,26,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003929,FO,WO#5,WO0003791,Open,DND,17-Feb-26,17-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Bag 50#,Cleburne Terminal Warehouse,,1,0,24-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Madison County MO - Madisonville, TX",Madisonville,3/2/2026,0,0,Single Truck Load,LOAD,0,0,0,0,1.68,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003939,FO,WO#1,WO0003798,Open,DND,19-Feb-26,19-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,2,0,26-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Freestone County MO - Fairfield, TX",Fairfield,3/5/2026,0,0,Single Truck Load,LOAD,0,0,0,0,21.54,TN,3/26/2026 8:45,"CLEBURNE, TX",2
Sales Orders 20260326 Cleburne.csv,False,FO0003940,FO,WO#1,WO0003802,Open,DND,19-Feb-26,19-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,2,0,26-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Leon County MO - Buffalo, TX",East Buffalo,3/5/2026,0,0,Single Truck Load,LOAD,0,0,0,0,24.96,TN,3/26/2026 8:45,"CLEBURNE, TX",2
Sales Orders 20260326 Cleburne.csv,False,FO0003942,FO,WO#2,WO0003815,Back Order,DND,18-Feb-26,18-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,2,0,26-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Bryan District,"Washington County MO - Brenham, TX",Brenham,3/4/2026,1,0,Single Truck Load,LOAD,0,0,0,0,41.33,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003999,FO,M2X 01-003 NOC,WO0003872,Back Order,M2X,5-Mar-26,5-Mar-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Bulk,Cleburne Terminal Warehouse,,3,0,5-Mar-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Wichita Falls District,Nocona,Nocona,3/12/2026,2,0,Single Truck Load,LOAD,0,0,0,0,35.36,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0004037,FO,,WO0002249,Open,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,4,0,12-Mar-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Dallas District,"505 S IH45, Hutchins",Hutchins,1/27/2026,0,0,Single Truck Load,LOAD,0,0,0,0,0,,3/26/2026 8:45,"CLEBURNE, TX",4
Sales Orders 20260326 Cleburne.csv,False,FO0004038,FO,WO#02A,WO0003892,Back Order,DND,26-Jan-26,26-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,12,0,12-Mar-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"South Tarrant MO - 2540 Edgecliff Rd, Fort Worth",Fort Worth,3/12/2026,9,0,Single Truck Load,LOAD,0,0,0,0,5.61,TN,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0004047,FO,,WO0003339,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt Type I RED for Blending Complex Chlorides,Cleburne Terminal Warehouse,,16,0,12-Mar-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Weatherford MO - 1427 W Bankhead Hwy, Weatherford",Weatherford,2/11/2026,0,0,Single Truck Load,LOAD,0,0,0,0,13.26,TN,3/26/2026 8:45,"CLEBURNE, TX",16
Sales Orders 20260326 Cleburne.csv,False,FO0003727,FO,*A/B* WO#010 REV,WO0003413,Back Order,DND,5-Feb-26,5-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,20,0,5-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"Bell Co. MO - 410 West Loop 121, Belton",Belton,2/13/2026,15,0,Single Truck Load,LOAD,0,0,0,0,37.32,TN,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003508,FO,04312-2,WO0002333,Open,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,4,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Dallas District,"2624 W Prairie St, Denton",Denton,2/4/2026,0,0,Single Truck Load,LOAD,0,0,0,0,16.07,TN,3/26/2026 8:45,"CLEBURNE, TX",4
Sales Orders 20260326 Cleburne.csv,False,FO0003726,FO,*A/B- WO#011 REV,WO0003406,Open,DND,5-Feb-26,5-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Supersack 2000#,Cleburne Terminal Warehouse,,18,0,5-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"TxDOT Special Job - 3119 Gholson Rd, Waco",Waco,2/13/2026,0,0,Single Truck Load,LOAD,0,0,0,0,21.99,TN,3/26/2026 8:45,"CLEBURNE, TX",18
Sales Orders 20260326 Cleburne.csv,False,FO0003706,FO,WO#7,WO0003299,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,5,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,Bridgewood Stockpile - Fort Worth,Fort Worth,2/11/2026,0,0,Single Truck Load,LOAD,0,0,0,0,0.05,GAL,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003524,FO,WO#008,WO0002527,Back Order,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Supersack 2000#,Cleburne Terminal Warehouse,,2,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"Hamilton Co. MO - 1301 East Main, Hamilton",Hamilton,2/3/2026,1,0,Single Truck Load,LOAD,0,0,0,0,26.32,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003525,FO,WO#008,WO0002527,Open,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,8,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"Hamilton Co. MO - 1301 East Main, Hamilton",Hamilton,2/3/2026,0,0,Single Truck Load,LOAD,0,0,0,0,26.32,TN,3/26/2026 8:45,"CLEBURNE, TX",8
Sales Orders 20260326 Cleburne.csv,False,FO0003536,FO,EXP WO# 2,WO0002592,Back Order,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,5,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,Mustang Stockpile - Grapevine,Grapevine,1/28/2026,2,0,Single Truck Load,LOAD,0,0,0,0,14,GAL,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0003537,FO,WO#3,WO0002599,Open,DND,27-Jan-26,27-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,5,0,27-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Saginaw MO - 508 S Blue Mound Rd, Saginaw",Saginaw,2/11/2026,0,0,Single Truck Load,LOAD,0,0,0,0,8.77,EA,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003564,FO,WO# 1425-012626,WO0002826,Open,DND,28-Jan-26,28-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2500#,Cleburne Terminal Warehouse,,3,0,28-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Austin District,"Harold Green Yard - Austin, TX",Austin,2/16/2026,2,0,Single Truck Load,LOAD,0,0,0,0,28.9,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003570,FO,WO#009,WO0002859,Open,DND,28-Jan-26,28-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,4,0,28-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"Coryell Co. MO - 3502 East Main, Gatesville",Gatesville,2/4/2026,0,0,Single Truck Load,LOAD,0,0,0,0,29.99,TN,3/26/2026 8:45,"CLEBURNE, TX",4
Sales Orders 20260326 Cleburne.csv,False,FO0003571,FO,*A/B* WO#010 REV,WO0002864,Open,DND,28-Jan-26,28-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Supersack 2000#,Cleburne Terminal Warehouse,,10,0,28-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Waco District,"Bell Co. MO - 410 West Loop 121, Belton",Belton,2/4/2026,0,0,Single Truck Load,LOAD,0,0,0,0,37.32,TN,3/26/2026 8:45,"CLEBURNE, TX",10
Sales Orders 20260326 Cleburne.csv,False,FO0003579,FO,WO#03,WO0002892,Open,DND,28-Jan-26,28-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,10,0,28-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"South Tarrant MO - 2540 Edgecliff Rd, Fort Worth",Fort Worth,2/6/2026,5,0,Single Truck Load,LOAD,0,0,0,0,5.61,TN,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003608,FO,07-002,WO0003064,Back Order,DND,29-Jan-26,29-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,8,0,29-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Wichita Falls District,Seymour,Seymour,2/13/2026,5,0,Single Truck Load,LOAD,0,0,0,0,38.51,TN,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0003611,FO,,WO0003087,Open,DND,29-Jan-26,29-Jan-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,5,0,29-Jan-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT San Angelo District,"708 N US 277, Sonora",Sonora,2/12/2026,0,0,Single Truck Load,LOAD,0,0,0,0,0.34,GAL,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003674,FO,WO#1,WO0003234,Open,DND,3-Feb-26,3-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Bag 50#,Cleburne Terminal Warehouse,,1,0,3-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Paris District,Delta Co. - Cooper,Cooper,2/12/2026,0,0,Single Truck Load,LOAD,0,0,0,0,2.78,EA,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003693,FO,WO#2,WO0003277,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,8,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Glen Rose MO - 503 NE Big Bend Trail, Glen Rose",Glen Rose,2/12/2026,0,0,Single Truck Load,LOAD,0,0,0,0,7.4,TN,3/26/2026 8:45,"CLEBURNE, TX",8
Sales Orders 20260326 Cleburne.csv,False,FO0003694,FO,WO#2,WO0003276,Back Order,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Ice Slicer Elite Supersack 2000#,Cleburne Terminal Warehouse,,14,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Granbury MO - 5721 N SH, Granbury",Granbury,2/12/2026,9,0,Single Truck Load,LOAD,0,0,0,0,8.42,TN,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003695,FO,WO#2,WO0003275,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,1,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Stephenville MO - 2281 E Washington, Stephenville",Stephenville,2/12/2026,0,0,Single Truck Load,LOAD,0,0,0,0,13.09,TN,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003696,FO,WO#2,WO0003274,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,3,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Stephenville MO - 2281 E Washington, Stephenville",Stephenville,2/12/2026,0,0,Single Truck Load,LOAD,0,0,0,0,13.09,TN,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0003697,FO,WO#2,WO0003273,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Salt Type II Supersack 2000#,Cleburne Terminal Warehouse,,5,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Granbury MO - 5721 N SH, Granbury",Granbury,2/12/2026,0,0,Single Truck Load,LOAD,0,0,0,0,8.42,TN,3/26/2026 8:45,"CLEBURNE, TX",5
Sales Orders 20260326 Cleburne.csv,False,FO0003703,FO,WO#4,WO0003295,Back Order,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,8,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Saginaw MO - 508 S Blue Mound Rd, Saginaw",Saginaw,2/16/2026,5,0,Single Truck Load,LOAD,0,0,0,0,8.77,TN,3/26/2026 8:45,"CLEBURNE, TX",3
Sales Orders 20260326 Cleburne.csv,False,FO0003704,FO,WO#4,WO0003294,Open,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,6,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Euless MO - 2501 W Euless Blvd, Euless",Euless,2/16/2026,0,0,Single Truck Load,LOAD,0,0,0,0,3.79,TN,3/26/2026 8:45,"CLEBURNE, TX",6
Sales Orders 20260326 Cleburne.csv,False,FO0003705,FO,WO#7,WO0003298,Back Order,DND,4-Feb-26,4-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,5,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,Lancaster Stockpile - Fort Worth,Fort Worth,2/11/2026,4,0,Single Truck Load,LOAD,0,0,0,0,0.06,GAL,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0003712,FO,WO#3,WO0003342,Back Order,DND,6-Feb-26,6-Feb-26,LOG-CLE,Cleburne Terminal Logistics,Brine Solution,Cleburne Terminal Warehouse,,6,0,4-Feb-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Fort Worth District,"Glen Rose MO - 503 NE Big Bend Trail, Glen Rose",Glen Rose,2/13/2026,5,0,Single Truck Load,LOAD,0,0,0,0,0.05,GAL,3/26/2026 8:45,"CLEBURNE, TX",1
Sales Orders 20260326 Cleburne.csv,False,FO0004131,FO,EX 01-003 NOC,WO0003956,Open,DND,25-Mar-26,25-Mar-26,LOG-CLE,Cleburne Terminal Logistics,Road Salt ASTM Type I Bulk,Cleburne Terminal Warehouse,,1,0,25-Mar-26,0,5,,Cleburne Terminal Logistics,Cleburne Terminal Warehouse,"CLEBURNE, TX",TxDOT Wichita Falls District,Nocona,Nocona,4/1/2026,0,0,Single Truck Load,LOAD,0,0,0,0,35.36,TN,3/26/2026 8:45,"CLEBURNE, TX",1
